veh_id,video,frame,bboxX,bboxY,Width,Height,Direction,Velocity
127,DJI_0406_cut,305,753,136,31,17,Right,61
142,DJI_0406_cut,305,490,146,27,18,Right,76
154,DJI_0406_cut,305,922,370,31,18,Left,73
166,DJI_0406_cut,305,326,208,25,20,Right,90
176,DJI_0406_cut,305,164,177,31,20,Right,75
186,DJI_0406_cut,305,1128,410,27,18,Up-Left,82
188,DJI_0406_cut,305,1168,274,29,17,Down-Right,108
199,DJI_0406_cut,305,0,248,29,17,,29
200,DJI_0406_cut,305,892,239,29,16,,92
18,DJI_0406_cut,306,176,374,48,26,Left,66
19,DJI_0406_cut,306,1252,118,25,18,Right,63
33,DJI_0406_cut,306,376,391,27,15,Left,70
48,DJI_0406_cut,306,928,125,31,18,Right,69
78,DJI_0406_cut,306,1098,242,29,18,Down-Right,80
89,DJI_0406_cut,306,271,354,21,18,Left,70
100,DJI_0406_cut,306,1242,286,25,18,Down-Right,117
110,DJI_0406_cut,306,932,232,27,18,Right,93
112,DJI_0406_cut,306,477,390,31,15,Left,60
117,DJI_0406_cut,306,522,352,31,17,Left,78
127,DJI_0406_cut,306,757,136,31,17,Right,61
142,DJI_0406_cut,306,490,144,29,18,Right,75
154,DJI_0406_cut,306,917,370,31,20,Left,74
166,DJI_0406_cut,306,332,208,27,18,Right,93
176,DJI_0406_cut,306,166,177,33,20,Right,75
186,DJI_0406_cut,306,1120,409,29,18,Up-Left,86
188,DJI_0406_cut,306,1172,273,29,18,Down-Right,109
199,DJI_0406_cut,306,0,247,31,17,,26
200,DJI_0406_cut,306,888,242,29,16,,91
202,DJI_0406_cut,306,176,377,50,24,,0
18,DJI_0406_cut,307,172,375,48,26,Left,67
19,DJI_0406_cut,307,1263,120,16,17,Right,68
33,DJI_0406_cut,307,372,391,27,15,Left,71
48,DJI_0406_cut,307,930,124,29,18,Right,69
78,DJI_0406_cut,307,1105,245,29,18,Down-Right,89
89,DJI_0406_cut,307,271,355,25,18,Left,79
100,DJI_0406_cut,307,1258,285,18,20,Down-Right,125
110,DJI_0406_cut,307,934,228,27,18,Down-Right,94
112,DJI_0406_cut,307,475,391,29,15,Left,57
117,DJI_0406_cut,307,520,351,31,17,Left,76
127,DJI_0406_cut,307,762,135,31,17,Right,63
136,DJI_0406_cut,307,884,247,29,16,Down-Right,107
142,DJI_0406_cut,307,492,144,29,18,Right,74
154,DJI_0406_cut,307,913,370,31,20,Left,74
166,DJI_0406_cut,307,334,208,29,20,Right,90
176,DJI_0406_cut,307,170,177,35,18,Up-Right,73
186,DJI_0406_cut,307,1113,408,29,18,Up-Left,87
188,DJI_0406_cut,307,1176,275,29,18,Down-Right,106
199,DJI_0406_cut,307,0,246,31,18,,24
201,DJI_0406_cut,307,1231,285,25,20,,24
18,DJI_0406_cut,308,172,376,46,26,Left,67
19,DJI_0406_cut,308,1265,119,14,18,Right,68
33,DJI_0406_cut,308,366,391,27,15,Left,72
48,DJI_0406_cut,308,932,123,31,20,Right,68
78,DJI_0406_cut,308,1109,246,29,17,Down-Right,85
89,DJI_0406_cut,308,263,354,21,18,Left,80
100,DJI_0406_cut,308,1263,284,16,22,Down-Right,121
110,DJI_0406_cut,308,936,228,27,18,Right,92
112,DJI_0406_cut,308,473,391,29,15,Left,58
117,DJI_0406_cut,308,515,351,31,17,Left,77
127,DJI_0406_cut,308,764,135,33,17,Right,63
136,DJI_0406_cut,308,882,249,29,17,Down-Right,105
142,DJI_0406_cut,308,498,144,29,18,Right,77
154,DJI_0406_cut,308,907,369,33,20,Left,75
166,DJI_0406_cut,308,341,208,27,18,Right,91
176,DJI_0406_cut,308,172,177,35,18,Up-Right,74
186,DJI_0406_cut,308,1111,407,29,20,Up-Left,87
188,DJI_0406_cut,308,1185,278,29,17,Down-Right,110
199,DJI_0406_cut,308,2,245,33,18,,27
18,DJI_0406_cut,309,166,376,48,26,Left,67
19,DJI_0406_cut,309,1273,117,6,21,Right,71
33,DJI_0406_cut,309,364,390,27,15,Left,72
48,DJI_0406_cut,309,938,123,31,20,Right,69
78,DJI_0406_cut,309,1111,247,29,17,Down-Right,85
110,DJI_0406_cut,309,945,228,27,18,Right,96
112,DJI_0406_cut,309,471,389,31,15,Left,59
117,DJI_0406_cut,309,513,352,31,17,Left,75
127,DJI_0406_cut,309,770,136,31,17,Right,65
136,DJI_0406_cut,309,886,249,29,17,Down-Right,105
142,DJI_0406_cut,309,501,144,29,20,Right,76
154,DJI_0406_cut,309,905,370,33,20,Left,74
166,DJI_0406_cut,309,345,207,27,18,Right,90
176,DJI_0406_cut,309,174,177,35,18,Right,70
186,DJI_0406_cut,309,1107,407,29,20,Up-Left,87
188,DJI_0406_cut,309,1191,275,27,18,Down-Right,114
199,DJI_0406_cut,309,8,245,31,18,,38
18,DJI_0406_cut,310,164,376,48,26,Left,67
19,DJI_0406_cut,310,1273,116,4,21,Right,70
33,DJI_0406_cut,310,360,391,27,15,Left,73
48,DJI_0406_cut,310,941,123,31,20,Right,66
78,DJI_0406_cut,310,1115,247,29,17,Down-Right,86
89,DJI_0406_cut,310,252,351,27,18,Left,75
110,DJI_0406_cut,310,949,228,27,18,Right,96
112,DJI_0406_cut,310,469,389,31,15,Left,59
117,DJI_0406_cut,310,507,352,31,17,Left,78
127,DJI_0406_cut,310,772,135,33,17,Right,65
136,DJI_0406_cut,310,896,251,29,17,Down-Right,109
142,DJI_0406_cut,310,507,143,29,20,Right,79
154,DJI_0406_cut,310,905,368,31,21,Left,74
166,DJI_0406_cut,310,347,207,27,20,Right,87
176,DJI_0406_cut,310,174,176,35,18,Up-Right,66
186,DJI_0406_cut,310,1103,407,29,20,Up-Left,87
188,DJI_0406_cut,310,1197,281,29,18,Down-Right,115
199,DJI_0406_cut,310,10,245,33,18,,38
18,DJI_0406_cut,311,157,377,48,26,Left,67
33,DJI_0406_cut,311,357,390,27,15,Left,72
48,DJI_0406_cut,311,943,121,33,20,Right,65
78,DJI_0406_cut,311,1117,248,29,17,Down-Right,85
89,DJI_0406_cut,311,250,352,27,18,Left,71
110,DJI_0406_cut,311,951,228,29,18,Right,93
112,DJI_0406_cut,311,465,390,29,15,Left,60
117,DJI_0406_cut,311,505,352,31,17,Left,77
127,DJI_0406_cut,311,774,135,33,17,Right,63
136,DJI_0406_cut,311,901,251,31,17,Down-Right,108
142,DJI_0406_cut,311,509,143,29,18,Right,75
154,DJI_0406_cut,311,901,369,31,20,Left,72
166,DJI_0406_cut,311,351,206,29,18,Right,87
176,DJI_0406_cut,311,176,176,35,20,Up-Right,64
186,DJI_0406_cut,311,1096,403,29,18,Up-Left,92
188,DJI_0406_cut,311,1204,281,27,18,Down-Right,114
199,DJI_0406_cut,311,14,243,31,18,,43
18,DJI_0406_cut,312,153,377,48,26,Left,69
33,DJI_0406_cut,312,351,390,29,15,Left,74
48,DJI_0406_cut,312,947,121,31,20,Right,66
78,DJI_0406_cut,312,1122,249,29,17,Down-Right,84
89,DJI_0406_cut,312,248,355,27,18,Left,68
110,DJI_0406_cut,312,960,232,29,17,Right,94
112,DJI_0406_cut,312,463,390,29,15,Left,60
117,DJI_0406_cut,312,501,352,29,17,Left,78
127,DJI_0406_cut,312,778,135,33,17,Right,65
136,DJI_0406_cut,312,907,251,29,16,Down-Right,112
142,DJI_0406_cut,312,513,143,29,20,Right,77
154,DJI_0406_cut,312,898,369,31,20,Left,72
166,DJI_0406_cut,312,357,207,27,18,Right,86
176,DJI_0406_cut,312,174,175,37,18,Up-Right,64
186,DJI_0406_cut,312,1092,403,29,18,Up-Left,90
199,DJI_0406_cut,312,18,242,33,18,,46
18,DJI_0406_cut,313,151,378,48,26,Left,70
33,DJI_0406_cut,313,345,389,29,16,Left,78
48,DJI_0406_cut,313,949,120,31,20,Right,63
78,DJI_0406_cut,313,1124,249,31,18,Down-Right,80
89,DJI_0406_cut,313,248,355,27,18,Left,63
110,DJI_0406_cut,313,957,234,29,17,Down-Right,92
112,DJI_0406_cut,313,461,390,29,15,Left,58
117,DJI_0406_cut,313,492,352,29,16,Left,80
127,DJI_0406_cut,313,781,135,33,17,Right,62
136,DJI_0406_cut,313,913,252,29,17,Down-Right,111
142,DJI_0406_cut,313,517,143,29,18,Right,76
154,DJI_0406_cut,313,896,369,31,18,Left,71
166,DJI_0406_cut,313,364,209,27,17,Right,89
176,DJI_0406_cut,313,181,176,35,20,Up-Right,70
186,DJI_0406_cut,313,1090,403,27,18,Up-Left,88
199,DJI_0406_cut,313,23,243,33,18,,50
18,DJI_0406_cut,314,145,380,48,24,Left,71
33,DJI_0406_cut,314,343,390,29,15,Left,77
48,DJI_0406_cut,314,951,120,31,18,Right,62
78,DJI_0406_cut,314,1126,251,31,18,Down-Right,79
89,DJI_0406_cut,314,244,357,25,17,Left,61
112,DJI_0406_cut,314,458,391,29,15,Left,57
117,DJI_0406_cut,314,490,352,29,16,Left,78
127,DJI_0406_cut,314,787,135,31,17,Right,63
136,DJI_0406_cut,314,922,253,29,16,Down-Right,111
142,DJI_0406_cut,314,526,143,27,18,Right,78
154,DJI_0406_cut,314,890,369,31,20,Left,71
166,DJI_0406_cut,314,370,207,27,20,Right,87
176,DJI_0406_cut,314,187,174,31,20,Up-Right,71
186,DJI_0406_cut,314,1084,403,29,18,Up-Left,88
188,DJI_0406_cut,314,1218,278,25,18,Down-Right,111
199,DJI_0406_cut,314,25,242,33,18,,49
203,DJI_0406_cut,314,951,239,27,17,,0
18,DJI_0406_cut,315,145,378,44,26,Left,70
33,DJI_0406_cut,315,338,391,29,15,Left,79
48,DJI_0406_cut,315,953,121,31,18,Right,62
78,DJI_0406_cut,315,1132,249,29,21,Down-Right,80
89,DJI_0406_cut,315,240,356,25,18,Left,59
112,DJI_0406_cut,315,456,391,29,15,Left,57
117,DJI_0406_cut,315,488,352,31,16,Left,77
127,DJI_0406_cut,315,789,135,31,16,Right,63
142,DJI_0406_cut,315,528,144,27,17,Right,77
154,DJI_0406_cut,315,890,369,29,20,Left,67
166,DJI_0406_cut,315,374,207,27,18,Right,89
176,DJI_0406_cut,315,191,172,29,20,Up-Right,74
186,DJI_0406_cut,315,1082,403,29,17,Up-Left,86
188,DJI_0406_cut,315,1218,280,27,20,Down-Right,108
199,DJI_0406_cut,315,31,241,31,18,,54
203,DJI_0406_cut,315,945,242,29,17,,120
18,DJI_0406_cut,316,138,378,46,26,Left,71
33,DJI_0406_cut,316,334,393,29,15,Left,77
48,DJI_0406_cut,316,955,120,31,18,Right,61
78,DJI_0406_cut,316,1138,248,29,21,Down-Right,83
89,DJI_0406_cut,316,231,357,23,17,Left,60
112,DJI_0406_cut,316,452,393,29,15,Left,59
117,DJI_0406_cut,316,484,351,31,17,Left,78
127,DJI_0406_cut,316,795,132,31,18,Right,66
142,DJI_0406_cut,316,532,143,27,18,Right,77
154,DJI_0406_cut,316,884,369,29,20,Left,68
166,DJI_0406_cut,316,378,206,27,18,Right,89
176,DJI_0406_cut,316,195,172,31,20,Up-Right,76
186,DJI_0406_cut,316,1077,402,29,18,Up-Left,86
188,DJI_0406_cut,316,1223,283,29,18,Down-Right,109
199,DJI_0406_cut,316,37,241,31,18,,58
203,DJI_0406_cut,316,949,242,29,17,,96
204,DJI_0406_cut,316,1273,451,6,20,,0
18,DJI_0406_cut,317,134,380,46,24,Left,72
33,DJI_0406_cut,317,332,394,27,15,Left,75
48,DJI_0406_cut,317,962,121,31,18,Right,62
78,DJI_0406_cut,317,1149,249,31,21,Right,87
89,DJI_0406_cut,317,225,355,25,17,Left,59
112,DJI_0406_cut,317,450,393,27,15,Left,59
117,DJI_0406_cut,317,482,350,29,17,Left,74
127,DJI_0406_cut,317,797,132,29,17,Right,66
142,DJI_0406_cut,317,536,142,27,18,Right,78
154,DJI_0406_cut,317,877,369,31,16,Left,71
166,DJI_0406_cut,317,383,206,27,18,Right,89
176,DJI_0406_cut,317,200,172,31,20,Up-Right,75
186,DJI_0406_cut,317,1075,403,29,17,Up-Left,84
188,DJI_0406_cut,317,1229,285,29,20,Down-Right,110
199,DJI_0406_cut,317,44,240,31,18,,62
203,DJI_0406_cut,317,953,242,31,16,,88
204,DJI_0406_cut,317,1265,451,14,20,,144
18,DJI_0406_cut,318,134,381,46,24,Left,71
33,DJI_0406_cut,318,328,393,27,16,Left,77
48,DJI_0406_cut,318,966,123,31,17,Right,63
78,DJI_0406_cut,318,1153,251,31,21,Right,89
89,DJI_0406_cut,318,223,357,21,17,Left,83
112,DJI_0406_cut,318,442,393,29,15,Left,63
117,DJI_0406_cut,318,475,351,31,17,Left,76
127,DJI_0406_cut,318,800,131,31,18,Right,67
142,DJI_0406_cut,318,538,142,27,20,Right,76
154,DJI_0406_cut,318,875,369,29,20,Left,71
166,DJI_0406_cut,318,385,206,29,20,Right,87
176,DJI_0406_cut,318,202,172,31,20,Up-Right,74
186,DJI_0406_cut,318,1069,403,29,17,Up-Left,87
188,DJI_0406_cut,318,1237,286,29,20,Down-Right,113
203,DJI_0406_cut,318,957,242,31,17,,84
204,DJI_0406_cut,318,1263,451,16,18,,90
205,DJI_0406_cut,318,50,239,29,17,,0
18,DJI_0406_cut,319,128,381,48,24,Left,73
33,DJI_0406_cut,319,326,395,27,15,Left,77
48,DJI_0406_cut,319,968,121,31,17,Right,65
78,DJI_0406_cut,319,1155,249,29,22,Down-Right,88
89,DJI_0406_cut,319,218,357,21,16,Left,83
112,DJI_0406_cut,319,437,393,29,15,Left,63
117,DJI_0406_cut,319,473,351,29,17,Left,75
127,DJI_0406_cut,319,804,131,31,18,Right,67
142,DJI_0406_cut,319,541,142,27,20,Right,77
154,DJI_0406_cut,319,869,369,31,17,Left,72
166,DJI_0406_cut,319,391,209,27,18,Right,87
176,DJI_0406_cut,319,204,171,31,18,Up-Right,74
186,DJI_0406_cut,319,1065,402,29,18,Up-Left,84
188,DJI_0406_cut,319,1244,287,27,20,Down-Right,113
199,DJI_0406_cut,319,52,241,33,18,,80
203,DJI_0406_cut,319,962,241,31,17,,85
204,DJI_0406_cut,319,1258,452,21,17,,90
18,DJI_0406_cut,320,124,380,46,24,Left,73
33,DJI_0406_cut,320,320,393,25,15,Left,76
48,DJI_0406_cut,320,972,121,31,17,Right,66
78,DJI_0406_cut,320,1157,251,29,20,Right,87
89,DJI_0406_cut,320,214,357,21,17,Left,82
112,DJI_0406_cut,320,435,393,29,15,Left,60
117,DJI_0406_cut,320,469,351,29,17,Left,76
127,DJI_0406_cut,320,806,131,31,18,Right,63
142,DJI_0406_cut,320,545,142,27,20,Right,75
154,DJI_0406_cut,320,863,369,31,17,Left,73
166,DJI_0406_cut,320,395,208,27,18,Right,87
176,DJI_0406_cut,320,206,170,31,20,Up-Right,67
186,DJI_0406_cut,320,1061,403,29,18,Up-Left,84
188,DJI_0406_cut,320,1248,290,25,20,Down-Right,114
199,DJI_0406_cut,320,58,241,31,20,,82
203,DJI_0406_cut,320,966,241,29,17,,83
204,DJI_0406_cut,320,1254,448,25,18,,93
18,DJI_0406_cut,321,122,378,46,24,Left,70
33,DJI_0406_cut,321,320,393,25,14,Left,74
48,DJI_0406_cut,321,974,121,33,17,Right,65
78,DJI_0406_cut,321,1164,249,27,21,Right,90
89,DJI_0406_cut,321,210,357,21,16,Left,82
112,DJI_0406_cut,321,433,393,31,14,Left,60
117,DJI_0406_cut,321,463,351,29,17,Left,75
127,DJI_0406_cut,321,808,130,31,18,Right,60
142,DJI_0406_cut,321,545,140,27,18,Right,75
154,DJI_0406_cut,321,861,368,31,17,Left,72
166,DJI_0406_cut,321,402,208,27,18,Right,91
176,DJI_0406_cut,321,210,169,31,20,Up-Right,67
186,DJI_0406_cut,321,1061,401,27,18,Up-Left,83
188,DJI_0406_cut,321,1261,285,18,24,Down-Right,123
199,DJI_0406_cut,321,61,240,33,20,,81
203,DJI_0406_cut,321,972,242,29,17,,87
204,DJI_0406_cut,321,1248,448,29,18,,96
206,DJI_0406_cut,321,218,358,25,16,,0
207,DJI_0406_cut,321,1246,285,23,21,,0
18,DJI_0406_cut,322,120,378,48,23,Left,70
33,DJI_0406_cut,322,315,391,25,14,Left,71
48,DJI_0406_cut,322,976,120,33,17,Right,63
78,DJI_0406_cut,322,1160,258,31,17,Right,94
89,DJI_0406_cut,322,204,358,21,17,Left,85
112,DJI_0406_cut,322,433,391,31,14,Left,55
117,DJI_0406_cut,322,461,350,29,17,Left,72
127,DJI_0406_cut,322,810,130,31,18,Right,60
136,DJI_0406_cut,322,972,258,31,16,Down-Right,115
142,DJI_0406_cut,322,551,140,27,18,Right,73
154,DJI_0406_cut,322,852,367,31,17,Left,75
166,DJI_0406_cut,322,404,208,29,18,Right,89
176,DJI_0406_cut,322,210,170,33,20,Up-Right,66
186,DJI_0406_cut,322,1052,402,29,17,Up-Left,87
191,DJI_0406_cut,322,983,242,31,17,,12
199,DJI_0406_cut,322,65,239,33,20,,80
204,DJI_0406_cut,322,1246,447,29,18,,87
208,DJI_0406_cut,322,1170,249,27,20,,0
18,DJI_0406_cut,323,120,380,48,23,Left,68
33,DJI_0406_cut,323,313,394,25,15,Left,72
48,DJI_0406_cut,323,983,120,31,17,Right,67
78,DJI_0406_cut,323,1164,255,31,18,Down-Right,92
89,DJI_0406_cut,323,202,358,21,17,Left,84
110,DJI_0406_cut,323,997,232,27,17,Right,97
112,DJI_0406_cut,323,429,391,31,15,Left,56
117,DJI_0406_cut,323,456,349,29,17,Left,75
127,DJI_0406_cut,323,812,130,31,18,Right,58
136,DJI_0406_cut,323,978,256,31,17,Down-Right,114
142,DJI_0406_cut,323,555,142,27,17,Right,71
154,DJI_0406_cut,323,846,364,31,18,Left,77
166,DJI_0406_cut,323,408,208,27,17,Right,87
176,DJI_0406_cut,323,212,168,33,20,Right,65
186,DJI_0406_cut,323,1050,401,27,18,Up-Left,83
199,DJI_0406_cut,323,67,239,33,20,,78
204,DJI_0406_cut,323,1240,448,29,17,,90
209,DJI_0406_cut,323,985,251,29,17,,0
18,DJI_0406_cut,324,117,380,46,23,Left,67
33,DJI_0406_cut,324,313,395,27,15,Left,71
48,DJI_0406_cut,324,985,120,31,17,Right,66
78,DJI_0406_cut,324,1172,258,29,17,Down-Right,97
89,DJI_0406_cut,324,197,358,21,16,Left,84
110,DJI_0406_cut,324,1002,233,27,17,Right,96
112,DJI_0406_cut,324,429,390,31,15,Left,56
117,DJI_0406_cut,324,452,351,31,17,Left,77
127,DJI_0406_cut,324,816,130,31,18,Right,60
136,DJI_0406_cut,324,983,254,31,17,Down-Right,115
142,DJI_0406_cut,324,560,142,27,17,Right,72
154,DJI_0406_cut,324,844,364,31,18,Up-Left,77
166,DJI_0406_cut,324,410,207,29,18,Right,88
176,DJI_0406_cut,324,221,168,31,18,Up-Right,70
186,DJI_0406_cut,324,1044,399,29,18,Up-Left,86
199,DJI_0406_cut,324,75,238,31,20,,81
204,DJI_0406_cut,324,1237,446,31,18,,87
208,DJI_0406_cut,324,1178,249,25,21,,72
18,DJI_0406_cut,325,113,382,48,24,Left,70
33,DJI_0406_cut,325,309,394,27,15,Left,66
48,DJI_0406_cut,325,987,119,31,18,Right,65
78,DJI_0406_cut,325,1176,258,31,17,Down-Right,95
89,DJI_0406_cut,325,193,358,21,17,Left,83
110,DJI_0406_cut,325,1004,234,27,17,Right,91
112,DJI_0406_cut,325,425,391,29,15,Left,56
117,DJI_0406_cut,325,448,351,29,16,Left,76
127,DJI_0406_cut,325,818,130,31,18,Right,59
136,DJI_0406_cut,325,987,258,31,16,Right,114
142,DJI_0406_cut,325,566,142,27,17,Right,74
154,DJI_0406_cut,325,840,364,31,18,Up-Left,77
166,DJI_0406_cut,325,414,206,27,18,Right,85
176,DJI_0406_cut,325,223,168,31,18,Up-Right,66
186,DJI_0406_cut,325,1040,400,29,17,Up-Left,85
199,DJI_0406_cut,325,80,239,31,18,,82
204,DJI_0406_cut,325,1233,445,29,18,,85
18,DJI_0406_cut,326,107,378,46,23,Left,73
33,DJI_0406_cut,326,307,394,27,15,Left,66
48,DJI_0406_cut,326,987,120,31,17,Right,63
78,DJI_0406_cut,326,1181,255,31,18,Down-Right,97
89,DJI_0406_cut,326,183,358,27,17,Left,86
112,DJI_0406_cut,326,421,390,29,15,Left,59
117,DJI_0406_cut,326,444,352,29,17,Left,77
127,DJI_0406_cut,326,821,130,33,18,Right,60
136,DJI_0406_cut,326,993,256,31,17,Down-Right,114
142,DJI_0406_cut,326,568,140,29,18,Right,74
154,DJI_0406_cut,326,837,363,33,17,Up-Left,76
166,DJI_0406_cut,326,421,208,27,17,Right,89
176,DJI_0406_cut,326,225,166,33,18,Up-Right,67
186,DJI_0406_cut,326,1031,399,29,17,Up-Left,90
191,DJI_0406_cut,326,1002,238,27,17,,19
199,DJI_0406_cut,326,84,238,31,18,,0
204,DJI_0406_cut,326,1233,445,27,18,,77
18,DJI_0406_cut,327,103,377,46,23,Left,74
33,DJI_0406_cut,327,303,394,27,14,Left,66
48,DJI_0406_cut,327,989,120,33,17,Right,63
78,DJI_0406_cut,327,1178,259,31,17,Down-Right,95
89,DJI_0406_cut,327,183,360,27,16,Left,85
112,DJI_0406_cut,327,418,390,29,15,Left,58
117,DJI_0406_cut,327,440,352,29,16,Left,75
127,DJI_0406_cut,327,825,129,31,18,Right,60
136,DJI_0406_cut,327,1000,260,31,17,Down-Right,112
142,DJI_0406_cut,327,572,140,29,18,Right,76
154,DJI_0406_cut,327,837,363,31,17,Up-Left,75
166,DJI_0406_cut,327,425,208,27,17,Right,89
176,DJI_0406_cut,327,231,166,33,18,Up-Right,70
186,DJI_0406_cut,327,1029,397,29,17,Up-Left,89
191,DJI_0406_cut,327,1002,239,29,17,,19
199,DJI_0406_cut,327,88,238,33,18,,84
204,DJI_0406_cut,327,1231,445,27,18,,73
18,DJI_0406_cut,328,101,381,46,23,Left,78
33,DJI_0406_cut,328,296,395,27,14,Left,69
48,DJI_0406_cut,328,997,123,29,18,Right,66
78,DJI_0406_cut,328,1183,260,29,17,Down-Right,96
89,DJI_0406_cut,328,176,362,27,16,Left,87
112,DJI_0406_cut,328,414,391,29,15,Left,59
117,DJI_0406_cut,328,437,352,29,16,Left,74
127,DJI_0406_cut,328,825,130,33,18,Right,59
136,DJI_0406_cut,328,1004,261,31,17,Down-Right,102
142,DJI_0406_cut,328,574,142,29,17,Right,74
154,DJI_0406_cut,328,835,363,31,18,Up-Left,74
166,DJI_0406_cut,328,429,209,29,17,Right,86
176,DJI_0406_cut,328,235,168,33,18,Up-Right,69
186,DJI_0406_cut,328,1023,397,29,17,Up-Left,89
191,DJI_0406_cut,328,1008,240,27,17,,20
199,DJI_0406_cut,328,92,238,33,17,Right,87
204,DJI_0406_cut,328,1225,445,29,18,,76
18,DJI_0406_cut,329,98,380,46,23,Left,75
33,DJI_0406_cut,329,292,394,27,15,Left,71
48,DJI_0406_cut,329,1000,124,29,18,Right,66
78,DJI_0406_cut,329,1187,261,29,17,Down-Right,96
89,DJI_0406_cut,329,172,362,27,16,Left,88
112,DJI_0406_cut,329,410,391,29,15,Left,61
117,DJI_0406_cut,329,433,352,29,16,Left,74
127,DJI_0406_cut,329,829,130,33,18,Right,60
136,DJI_0406_cut,329,1008,261,31,16,Down-Right,97
142,DJI_0406_cut,329,576,140,29,18,Right,73
154,DJI_0406_cut,329,827,362,33,18,Left,77
166,DJI_0406_cut,329,433,207,29,18,Right,84
176,DJI_0406_cut,329,235,168,33,18,Right,63
186,DJI_0406_cut,329,1021,397,29,17,Up-Left,88
191,DJI_0406_cut,329,1010,240,29,16,,21
199,DJI_0406_cut,329,96,239,33,17,Right,89
204,DJI_0406_cut,329,1221,444,29,17,,76
18,DJI_0406_cut,330,96,381,46,24,Left,74
33,DJI_0406_cut,330,288,393,27,15,Left,72
48,DJI_0406_cut,330,1002,124,29,18,Right,65
78,DJI_0406_cut,330,1189,262,29,17,Down-Right,93
89,DJI_0406_cut,330,172,357,21,18,Left,88
112,DJI_0406_cut,330,410,391,29,15,Left,59
117,DJI_0406_cut,330,429,352,29,16,Left,74
127,DJI_0406_cut,330,833,131,35,18,Right,62
136,DJI_0406_cut,330,1010,261,31,16,Down-Right,92
142,DJI_0406_cut,330,581,142,29,17,Right,74
154,DJI_0406_cut,330,823,363,33,17,Left,77
166,DJI_0406_cut,330,440,209,29,17,Right,88
176,DJI_0406_cut,330,240,166,33,18,Right,64
186,DJI_0406_cut,330,1016,395,29,17,Up-Left,88
191,DJI_0406_cut,330,1016,239,29,16,,23
199,DJI_0406_cut,330,101,235,33,18,Up-Right,92
204,DJI_0406_cut,330,1216,442,29,17,,77
18,DJI_0406_cut,331,96,381,48,24,Left,69
33,DJI_0406_cut,331,286,393,27,15,Left,72
48,DJI_0406_cut,331,1006,125,31,18,Right,62
78,DJI_0406_cut,331,1202,266,27,16,Down-Right,100
89,DJI_0406_cut,331,166,362,25,17,Left,90
110,DJI_0406_cut,331,1023,238,27,16,Right,101
112,DJI_0406_cut,331,408,393,29,15,Left,56
117,DJI_0406_cut,331,425,352,29,16,Left,74
127,DJI_0406_cut,331,840,131,35,18,Right,64
136,DJI_0406_cut,331,1014,262,29,17,Down-Right,105
142,DJI_0406_cut,331,583,140,29,18,Right,74
154,DJI_0406_cut,331,818,364,33,18,Left,77
166,DJI_0406_cut,331,446,208,27,17,Right,88
176,DJI_0406_cut,331,242,166,33,18,Up-Right,64
186,DJI_0406_cut,331,1014,394,29,17,Up-Left,84
199,DJI_0406_cut,331,105,238,31,17,Up-Right,95
204,DJI_0406_cut,331,1214,442,29,17,,74
210,DJI_0406_cut,331,597,142,29,17,,0
211,DJI_0406_cut,331,0,248,8,17,,0
18,DJI_0406_cut,332,92,380,48,23,Left,69
33,DJI_0406_cut,332,284,393,27,16,Left,70
48,DJI_0406_cut,332,1008,124,31,20,Right,62
78,DJI_0406_cut,332,1204,267,25,17,Down-Right,96
89,DJI_0406_cut,332,160,363,25,17,Left,94
112,DJI_0406_cut,332,404,391,29,15,Left,58
117,DJI_0406_cut,332,421,354,29,17,Left,75
127,DJI_0406_cut,332,842,130,35,18,Right,62
136,DJI_0406_cut,332,1025,262,31,17,Down-Right,113
142,DJI_0406_cut,332,597,140,29,17,Right,83
154,DJI_0406_cut,332,816,364,35,18,Left,75
166,DJI_0406_cut,332,450,207,27,18,Right,89
176,DJI_0406_cut,332,244,168,35,18,Up-Right,63
186,DJI_0406_cut,332,1010,393,29,18,Up-Left,82
191,DJI_0406_cut,332,1025,240,29,17,,25
199,DJI_0406_cut,332,111,236,31,16,Right,99
204,DJI_0406_cut,332,1210,441,29,17,,74
211,DJI_0406_cut,332,0,243,14,21,,90
18,DJI_0406_cut,333,92,382,46,24,Left,70
33,DJI_0406_cut,333,277,394,29,15,Left,71
48,DJI_0406_cut,333,1012,123,31,18,Right,64
89,DJI_0406_cut,333,153,363,25,17,Down-Left,89
110,DJI_0406_cut,333,1031,239,29,16,Down-Right,117
112,DJI_0406_cut,333,404,393,29,14,Left,58
117,DJI_0406_cut,333,416,354,29,17,Left,75
127,DJI_0406_cut,333,844,130,35,18,Right,62
136,DJI_0406_cut,333,1029,264,31,16,Down-Right,114
142,DJI_0406_cut,333,600,140,29,18,Right,81
154,DJI_0406_cut,333,814,365,31,18,Left,72
166,DJI_0406_cut,333,454,208,29,18,Right,87
176,DJI_0406_cut,333,248,166,35,18,Right,65
186,DJI_0406_cut,333,1008,394,29,17,Up-Left,82
199,DJI_0406_cut,333,115,236,31,16,Up-Right,100
204,DJI_0406_cut,333,1202,441,29,17,,78
211,DJI_0406_cut,333,0,246,16,20,,72
212,DJI_0406_cut,333,2,239,27,18,,0
18,DJI_0406_cut,334,88,381,46,24,Left,69
33,DJI_0406_cut,334,275,395,29,15,Left,71
48,DJI_0406_cut,334,1014,123,31,18,Right,61
89,DJI_0406_cut,334,155,360,23,17,Down-Left,89
