,frame_id,vehicle_id,x1,y1,x2,y2,x_center,y_center,time_window,prev_frame_id,continuous_presence,prev_x_center,prev_y_center,distance,valid_distance
857,93,5,434,134,490,196,462.0,165.0,3,92.0,True,462.0,165.0,0.0,0.0
858,93,9,610,67,650,105,630.0,86.0,3,92.0,True,629.5,84.0,2.0615528128088303,2.0615528128088303
859,93,11,600,39,636,72,618.0,55.5,3,92.0,True,617.5,54.0,1.5811388300841898,1.5811388300841898
860,93,12,600,11,637,40,618.5,25.5,3,92.0,True,618.5,24.5,1.0,1.0
861,93,13,541,3,580,41,560.5,22.0,3,92.0,True,560.5,21.0,1.0,1.0
862,93,14,653,9,694,36,673.5,22.5,3,92.0,True,673.0,21.5,1.118033988749895,1.118033988749895
863,93,15,636,0,670,14,653.0,7.0,3,92.0,True,652.0,6.5,1.118033988749895,1.118033988749895
864,94,1,895,709,1100,1035,997.5,872.0,3,93.0,True,996.5,863.5,8.558621384311845,8.558621384311845
865,94,2,861,424,980,592,920.5,508.0,3,93.0,True,920.5,505.5,2.5,2.5
866,94,3,617,177,679,241,648.0,209.0,3,93.0,True,647.5,205.5,3.5355339059327378,3.5355339059327378
867,94,4,309,471,487,642,398.0,556.5,3,93.0,True,408.5,540.0,19.557607215607945,19.557607215607945
868,94,5,434,134,490,196,462.0,165.0,3,93.0,True,462.0,165.0,0.0,0.0
869,94,9,611,69,651,107,631.0,88.0,3,93.0,True,630.0,86.0,2.23606797749979,2.23606797749979
870,94,11,600,40,636,73,618.0,56.5,3,93.0,True,618.0,55.5,1.0,1.0
871,94,12,601,12,637,41,619.0,26.5,3,93.0,True,618.5,25.5,1.118033988749895,1.118033988749895
872,94,13,541,4,580,42,560.5,23.0,3,93.0,True,560.5,22.0,1.0,1.0
873,94,14,654,10,695,37,674.5,23.5,3,93.0,True,673.5,22.5,1.4142135623730951,1.4142135623730951
874,94,15,636,0,671,14,653.5,7.0,3,93.0,True,653.0,7.0,0.5,0.5
875,95,1,896,716,1103,1047,999.5,881.5,3,94.0,True,997.5,872.0,9.7082439194738,9.7082439194738
876,95,2,862,427,981,595,921.5,511.0,3,94.0,True,920.5,508.0,3.1622776601683795,3.1622776601683795
877,95,3,617,180,679,245,648.0,212.5,3,94.0,True,648.0,209.0,3.5,3.5
878,95,4,294,485,479,663,386.5,574.0,3,94.0,True,398.0,556.5,20.940391591371924,20.940391591371924
879,95,5,434,134,490,196,462.0,165.0,3,94.0,True,462.0,165.0,0.0,0.0
880,95,9,611,70,651,109,631.0,89.5,3,94.0,True,631.0,88.0,1.5,1.5
881,95,11,600,41,637,75,618.5,58.0,3,94.0,True,618.0,56.5,1.5811388300841898,1.5811388300841898
882,95,12,601,13,637,43,619.0,28.0,3,94.0,True,619.0,26.5,1.5,1.5
883,95,13,541,5,579,43,560.0,24.0,3,94.0,True,560.5,23.0,1.118033988749895,1.118033988749895
884,95,14,655,10,696,39,675.5,24.5,3,94.0,True,674.5,23.5,1.4142135623730951,1.4142135623730951
885,95,15,635,0,672,15,653.5,7.5,3,94.0,True,653.5,7.0,0.5,0.5
886,96,1,896,723,1105,1058,1000.5,890.5,3,95.0,True,999.5,881.5,9.055385138137417,9.055385138137417
887,96,2,862,429,981,598,921.5,513.5,3,95.0,True,921.5,511.0,2.5,2.5
888,96,3,616,184,679,249,647.5,216.5,3,95.0,True,648.0,212.5,4.031128874149275,4.031128874149275
889,96,4,279,500,471,685,375.0,592.5,3,95.0,True,386.5,574.0,21.783020910791965,21.783020910791965
890,96,5,434,134,490,196,462.0,165.0,3,95.0,True,462.0,165.0,0.0,0.0
891,96,9,611,72,652,111,631.5,91.5,3,95.0,True,631.0,89.5,2.0615528128088303,2.0615528128088303
892,96,11,601,43,637,77,619.0,60.0,3,95.0,True,618.5,58.0,2.0615528128088303,2.0615528128088303
893,96,12,601,14,638,44,619.5,29.0,3,95.0,True,619.0,28.0,1.118033988749895,1.118033988749895
894,96,13,541,6,579,44,560.0,25.0,3,95.0,True,560.0,24.0,1.0,1.0
895,96,14,656,11,696,40,676.0,25.5,3,95.0,True,675.5,24.5,1.118033988749895,1.118033988749895
896,96,15,635,0,673,16,654.0,8.0,3,95.0,True,653.5,7.5,0.7071067811865476,0.7071067811865476
897,97,1,895,728,1107,1072,1001.0,900.0,3,96.0,True,1000.5,890.5,9.513148795220223,9.513148795220223
898,97,2,862,432,982,601,922.0,516.5,3,96.0,True,921.5,513.5,3.0413812651491097,3.0413812651491097
899,97,3,616,188,679,254,647.5,221.0,3,96.0,True,647.5,216.5,4.5,4.5
900,97,4,261,515,462,708,361.5,611.5,3,96.0,True,375.0,592.5,23.30772404161333,23.30772404161333
901,97,5,433,134,490,196,461.5,165.0,3,96.0,True,462.0,165.0,0.5,0.5
902,97,9,611,73,652,113,631.5,93.0,3,96.0,True,631.5,91.5,1.5,1.5
903,97,11,601,44,638,78,619.5,61.0,3,96.0,True,619.0,60.0,1.118033988749895,1.118033988749895
904,97,12,602,15,638,46,620.0,30.5,3,96.0,True,619.5,29.0,1.5811388300841898,1.5811388300841898
905,97,13,541,7,579,44,560.0,25.5,3,96.0,True,560.0,25.0,0.5,0.5
906,97,14,657,12,697,41,677.0,26.5,3,96.0,True,676.0,25.5,1.4142135623730951,1.4142135623730951
907,97,15,635,0,675,17,655.0,8.5,3,96.0,True,654.0,8.0,1.118033988749895,1.118033988749895
908,98,1,898,736,1110,1079,1004.0,907.5,3,97.0,True,1001.0,900.0,8.077747210701755,8.077747210701755
909,98,2,863,434,982,604,922.5,519.0,3,97.0,True,922.0,516.5,2.5495097567963922,2.5495097567963922
910,98,3,615,192,679,258,647.0,225.0,3,97.0,True,647.5,221.0,4.031128874149275,4.031128874149275
911,98,4,241,530,452,733,346.5,631.5,3,97.0,True,361.5,611.5,25.0,25.0
912,98,5,433,134,490,196,461.5,165.0,3,97.0,True,461.5,165.0,0.0,0.0
913,98,9,612,75,653,115,632.5,95.0,3,97.0,True,631.5,93.0,2.23606797749979,2.23606797749979
914,98,11,601,45,638,80,619.5,62.5,3,97.0,True,619.5,61.0,1.5,1.5
915,98,12,602,16,638,47,620.0,31.5,3,97.0,True,620.0,30.5,1.0,1.0
916,98,13,541,8,579,45,560.0,26.5,3,97.0,True,560.0,25.5,1.0,1.0
917,98,14,658,13,698,43,678.0,28.0,3,97.0,True,677.0,26.5,1.8027756377319946,1.8027756377319946
918,98,15,636,0,676,18,656.0,9.0,3,97.0,True,655.0,8.5,1.118033988749895,1.118033988749895
919,99,1,900,743,1109,1079,1004.5,911.0,3,98.0,True,1004.0,907.5,3.5355339059327378,3.5355339059327378
920,99,2,863,437,982,607,922.5,522.0,3,98.0,True,922.5,519.0,3.0,3.0
921,99,3,615,195,680,263,647.5,229.0,3,98.0,True,647.0,225.0,4.031128874149275,4.031128874149275
922,99,4,222,548,441,760,331.5,654.0,3,98.0,True,346.5,631.5,27.04163456597992,27.04163456597992
923,99,5,433,134,490,197,461.5,165.5,3,98.0,True,461.5,165.0,0.5,0.5
924,99,9,612,77,654,117,633.0,97.0,3,98.0,True,632.5,95.0,2.0615528128088303,2.0615528128088303
925,99,11,601,47,638,81,619.5,64.0,3,98.0,True,619.5,62.5,1.5,1.5
926,99,12,603,17,639,48,621.0,32.5,3,98.0,True,620.0,31.5,1.4142135623730951,1.4142135623730951
927,99,13,541,8,579,46,560.0,27.0,3,98.0,True,560.0,26.5,0.5,0.5
928,99,14,659,14,698,44,678.5,29.0,3,98.0,True,678.0,28.0,1.118033988749895,1.118033988749895
929,99,15,635,0,677,19,656.0,9.5,3,98.0,True,656.0,9.0,0.5,0.5
930,99,16,596,0,621,11,608.5,5.5,3,,False,,,,
931,100,1,903,751,1109,1079,1006.0,915.0,3,99.0,True,1004.5,911.0,4.272001872658765,4.272001872658765
932,100,2,863,439,983,610,923.0,524.5,3,99.0,True,922.5,522.0,2.5495097567963922,2.5495097567963922
933,100,3,614,199,679,267,646.5,233.0,3,99.0,True,647.5,229.0,4.123105625617661,4.123105625617661
934,100,4,204,566,431,788,317.5,677.0,3,99.0,True,331.5,654.0,26.92582403567252,26.92582403567252
935,100,5,433,135,490,197,461.5,166.0,3,99.0,True,461.5,165.5,0.5,0.5
936,100,9,612,78,654,119,633.0,98.5,3,99.0,True,633.0,97.0,1.5,1.5
937,100,11,602,48,639,83,620.5,65.5,3,99.0,True,619.5,64.0,1.8027756377319946,1.8027756377319946
938,100,12,603,18,639,49,621.0,33.5,3,99.0,True,621.0,32.5,1.0,1.0
939,100,13,541,9,579,47,560.0,28.0,3,99.0,True,560.0,27.0,1.0,1.0
940,100,14,660,15,699,45,679.5,30.0,3,99.0,True,678.5,29.0,1.4142135623730951,1.4142135623730951
941,100,15,636,0,677,20,656.5,10.0,3,99.0,True,656.0,9.5,0.7071067811865476,0.7071067811865476
942,100,16,596,0,622,12,609.0,6.0,3,99.0,True,608.5,5.5,0.7071067811865476,0.7071067811865476
943,101,1,907,760,1108,1079,1007.5,919.5,3,100.0,True,1006.0,915.0,4.743416490252569,4.743416490252569
944,101,2,863,442,984,614,923.5,528.0,3,100.0,True,923.0,524.5,3.5355339059327378,3.5355339059327378
945,101,3,614,203,679,272,646.5,237.5,3,100.0,True,646.5,233.0,4.5,4.5
946,101,4,180,586,419,820,299.5,703.0,3,100.0,True,317.5,677.0,31.622776601683793,31.622776601683793
947,101,5,433,135,490,197,461.5,166.0,3,100.0,True,461.5,166.0,0.0,0.0
948,101,9,613,80,655,121,634.0,100.5,3,100.0,True,633.0,98.5,2.23606797749979,2.23606797749979
949,101,11,602,49,639,84,620.5,66.5,3,100.0,True,620.5,65.5,1.0,1.0
950,101,12,604,19,639,51,621.5,35.0,3,100.0,True,621.0,33.5,1.5811388300841898,1.5811388300841898
951,101,13,541,10,579,48,560.0,29.0,3,100.0,True,560.0,28.0,1.0,1.0
952,101,14,661,16,699,46,680.0,31.0,3,100.0,True,679.5,30.0,1.118033988749895,1.118033988749895
953,101,15,637,0,678,21,657.5,10.5,3,100.0,True,656.5,10.0,1.118033988749895,1.118033988749895
954,101,16,595,0,623,13,609.0,6.5,3,100.0,True,609.0,6.0,0.5,0.5
955,102,1,911,770,1108,1079,1009.5,924.5,3,101.0,True,1007.5,919.5,5.385164807134504,5.385164807134504
956,102,2,864,445,984,618,924.0,531.5,3,101.0,True,923.5,528.0,3.5355339059327378,3.5355339059327378
957,102,3,613,208,679,278,646.0,243.0,3,101.0,True,646.5,237.5,5.522680508593631,5.522680508593631
958,102,4,156,607,406,853,281.0,730.0,3,101.0,True,299.5,703.0,32.72995569810628,32.72995569810628
959,102,5,434,135,490,197,462.0,166.0,3,101.0,True,461.5,166.0,0.5,0.5
960,102,9,613,82,655,123,634.0,102.5,3,101.0,True,634.0,100.5,2.0,2.0
961,102,11,602,51,640,86,621.0,68.5,3,101.0,True,620.5,66.5,2.0615528128088303,2.0615528128088303
962,102,12,604,20,639,52,621.5,36.0,3,101.0,True,621.5,35.0,1.0,1.0
963,102,13,541,11,579,49,560.0,30.0,3,101.0,True,560.0,29.0,1.0,1.0
964,102,14,662,17,700,48,681.0,32.5,3,101.0,True,680.0,31.0,1.8027756377319946,1.8027756377319946
965,102,15,637,0,679,21,658.0,10.5,3,101.0,True,657.5,10.5,0.5,0.5
966,102,16,594,0,624,14,609.0,7.0,3,101.0,True,609.0,6.5,0.5,0.5
967,103,1,914,779,1108,1079,1011.0,929.0,3,102.0,True,1009.5,924.5,4.743416490252569,4.743416490252569
968,103,2,864,448,985,622,924.5,535.0,3,102.0,True,924.0,531.5,3.5355339059327378,3.5355339059327378
969,103,3,612,212,679,283,645.5,247.5,3,102.0,True,646.0,243.0,4.527692569068709,4.527692569068709
970,103,4,130,627,393,886,261.5,756.5,3,102.0,True,281.0,730.0,32.901367752724205,32.901367752724205
971,103,5,434,135,490,197,462.0,166.0,3,102.0,True,462.0,166.0,0.0,0.0
972,103,9,613,84,656,126,634.5,105.0,3,102.0,True,634.0,102.5,2.5495097567963922,2.5495097567963922
973,103,11,602,52,640,88,621.0,70.0,3,102.0,True,621.0,68.5,1.5,1.5
974,103,12,604,21,640,53,622.0,37.0,3,102.0,True,621.5,36.0,1.118033988749895,1.118033988749895
975,103,13,540,12,579,50,559.5,31.0,3,102.0,True,560.0,30.0,1.118033988749895,1.118033988749895
976,103,14,663,18,701,49,682.0,33.5,3,102.0,True,681.0,32.5,1.4142135623730951,1.4142135623730951
977,103,15,638,0,679,22,658.5,11.0,3,102.0,True,658.0,10.5,0.7071067811865476,0.7071067811865476
978,103,16,593,0,625,15,609.0,7.5,3,102.0,True,609.0,7.0,0.5,0.5
979,104,1,918,789,1108,1079,1013.0,934.0,3,103.0,True,1011.0,929.0,5.385164807134504,5.385164807134504
980,104,2,864,451,986,626,925.0,538.5,3,103.0,True,924.5,535.0,3.5355339059327378,3.5355339059327378
981,104,3,611,216,679,288,645.0,252.0,3,103.0,True,645.5,247.5,4.527692569068709,4.527692569068709
982,104,4,102,650,378,921,240.0,785.5,3,103.0,True,261.5,756.5,36.10055401236939,36.10055401236939
983,104,5,434,135,490,197,462.0,166.0,3,103.0,True,462.0,166.0,0.0,0.0
984,104,9,614,86,656,128,635.0,107.0,3,103.0,True,634.5,105.0,2.0615528128088303,2.0615528128088303
985,104,11,602,54,640,90,621.0,72.0,3,103.0,True,621.0,70.0,2.0,2.0
986,104,12,605,22,640,54,622.5,38.0,3,103.0,True,622.0,37.0,1.118033988749895,1.118033988749895
987,104,13,540,12,579,51,559.5,31.5,3,103.0,True,559.5,31.0,0.5,0.5
988,104,14,664,19,702,50,683.0,34.5,3,103.0,True,682.0,33.5,1.4142135623730951,1.4142135623730951
989,104,15,638,0,680,23,659.0,11.5,3,103.0,True,658.5,11.0,0.7071067811865476,0.7071067811865476
990,104,16,592,0,626,16,609.0,8.0,3,103.0,True,609.0,7.5,0.5,0.5
991,105,1,921,799,1109,1079,1015.0,939.0,3,104.0,True,1013.0,934.0,5.385164807134504,5.385164807134504
992,105,2,864,454,987,630,925.5,542.0,3,104.0,True,925.0,538.5,3.5355339059327378,3.5355339059327378
993,105,3,610,220,679,294,644.5,257.0,3,104.0,True,645.0,252.0,5.024937810560445,5.024937810560445
994,105,4,74,673,362,957,218.0,815.0,3,104.0,True,240.0,785.5,36.800135869314396,36.800135869314396
995,105,5,434,135,491,197,462.5,166.0,3,104.0,True,462.0,166.0,0.5,0.5
996,105,9,614,88,657,130,635.5,109.0,3,104.0,True,635.0,107.0,2.0615528128088303,2.0615528128088303
997,105,11,603,56,641,92,622.0,74.0,3,104.0,True,621.0,72.0,2.23606797749979,2.23606797749979
998,105,12,605,23,640,56,622.5,39.5,3,104.0,True,622.5,38.0,1.5,1.5
999,105,13,540,13,579,52,559.5,32.5,3,104.0,True,559.5,31.5,1.0,1.0
1000,105,14,665,20,703,51,684.0,35.5,3,104.0,True,683.0,34.5,1.4142135623730951,1.4142135623730951
1001,105,15,639,1,680,24,659.5,12.5,3,104.0,True,659.0,11.5,1.118033988749895,1.118033988749895
1002,105,16,592,0,626,17,609.0,8.5,3,104.0,True,609.0,8.0,0.5,0.5
1003,106,1,924,808,1110,1079,1017.0,943.5,3,105.0,True,1015.0,939.0,4.924428900898052,4.924428900898052
1004,106,2,864,456,988,634,926.0,545.0,3,105.0,True,925.5,542.0,3.0413812651491097,3.0413812651491097
1005,106,3,609,225,679,299,644.0,262.0,3,105.0,True,644.5,257.0,5.024937810560445,5.024937810560445
1006,106,4,43,698,344,998,193.5,848.0,3,105.0,True,218.0,815.0,41.100486615124154,41.100486615124154
1007,106,5,434,136,491,198,462.5,167.0,3,105.0,True,462.5,166.0,1.0,1.0
1008,106,9,614,90,657,133,635.5,111.5,3,105.0,True,635.5,109.0,2.5,2.5
1009,106,11,603,57,641,93,622.0,75.0,3,105.0,True,622.0,74.0,1.0,1.0
1010,106,12,606,24,640,57,623.0,40.5,3,105.0,True,622.5,39.5,1.118033988749895,1.118033988749895
1011,106,13,540,14,579,53,559.5,33.5,3,105.0,True,559.5,32.5,1.0,1.0
1012,106,14,666,21,703,52,684.5,36.5,3,105.0,True,684.0,35.5,1.118033988749895,1.118033988749895
1013,106,15,640,1,680,25,660.0,13.0,3,105.0,True,659.5,12.5,0.7071067811865476,0.7071067811865476
1014,106,16,591,0,627,18,609.0,9.0,3,105.0,True,609.0,8.5,0.5,0.5
1015,107,1,926,818,1110,1079,1018.0,948.5,3,106.0,True,1017.0,943.5,5.0990195135927845,5.0990195135927845
1016,107,2,864,459,989,638,926.5,548.5,3,106.0,True,926.0,545.0,3.5355339059327378,3.5355339059327378
1017,107,3,608,229,679,304,643.5,266.5,3,106.0,True,644.0,262.0,4.527692569068709,4.527692569068709
1018,107,4,9,724,327,1040,168.0,882.0,3,106.0,True,193.5,848.0,42.5,42.5
1019,107,5,434,136,491,198,462.5,167.0,3,106.0,True,462.5,167.0,0.0,0.0
1020,107,9,614,92,658,135,636.0,113.5,3,106.0,True,635.5,111.5,2.0615528128088303,2.0615528128088303
1021,107,11,603,59,642,95,622.5,77.0,3,106.0,True,622.0,75.0,2.0615528128088303,2.0615528128088303
1022,107,12,606,25,641,58,623.5,41.5,3,106.0,True,623.0,40.5,1.118033988749895,1.118033988749895
1023,107,13,540,15,579,54,559.5,34.5,3,106.0,True,559.5,33.5,1.0,1.0
1024,107,14,667,23,704,54,685.5,38.5,3,106.0,True,684.5,36.5,2.23606797749979,2.23606797749979
1025,107,15,641,2,681,26,661.0,14.0,3,106.0,True,660.0,13.0,1.4142135623730951,1.4142135623730951
1026,107,16,591,0,628,19,609.5,9.5,3,106.0,True,609.0,9.0,0.7071067811865476,0.7071067811865476
1027,107,17,550,0,574,17,562.0,8.5,3,,False,,,,
1028,108,1,929,828,1111,1079,1020.0,953.5,3,107.0,True,1018.0,948.5,5.385164807134504,5.385164807134504
1029,108,2,865,462,989,642,927.0,552.0,3,107.0,True,926.5,548.5,3.5355339059327378,3.5355339059327378
1030,108,3,607,233,679,310,643.0,271.5,3,107.0,True,643.5,266.5,5.024937810560445,5.024937810560445
1031,108,4,0,751,312,1075,156.0,913.0,3,107.0,True,168.0,882.0,33.24154027718932,33.24154027718932
1032,108,5,434,136,491,198,462.5,167.0,3,107.0,True,462.5,167.0,0.0,0.0
1033,108,9,615,94,658,138,636.5,116.0,3,107.0,True,636.0,113.5,2.5495097567963922,2.5495097567963922
1034,108,11,604,60,642,97,623.0,78.5,3,107.0,True,622.5,77.0,1.5811388300841898,1.5811388300841898
1035,108,12,606,26,641,59,623.5,42.5,3,107.0,True,623.5,41.5,1.0,1.0
1036,108,13,540,15,579,55,559.5,35.0,3,107.0,True,559.5,34.5,0.5,0.5
1037,108,14,668,24,704,55,686.0,39.5,3,107.0,True,685.5,38.5,1.118033988749895,1.118033988749895
1038,108,15,641,2,681,27,661.0,14.5,3,107.0,True,661.0,14.0,0.5,0.5
1039,108,16,591,0,628,20,609.5,10.0,3,107.0,True,609.5,9.5,0.5,0.5
1040,108,17,549,0,575,17,562.0,8.5,3,107.0,True,562.0,8.5,0.0,0.0
1041,109,1,932,837,1112,1079,1022.0,958.0,3,108.0,True,1020.0,953.5,4.924428900898052,4.924428900898052
1042,109,2,865,465,990,646,927.5,555.5,3,108.0,True,927.0,552.0,3.5355339059327378,3.5355339059327378
1043,109,3,607,237,680,315,643.5,276.0,3,108.0,True,643.0,271.5,4.527692569068709,4.527692569068709
1044,109,4,0,782,290,1079,145.0,930.5,3,108.0,True,156.0,913.0,20.670026608594387,20.670026608594387
1045,109,5,434,136,491,198,462.5,167.0,3,108.0,True,462.5,167.0,0.0,0.0
1046,109,9,614,96,659,140,636.5,118.0,3,108.0,True,636.5,116.0,2.0,2.0
1047,109,11,604,62,643,99,623.5,80.5,3,108.0,True,623.0,78.5,2.0615528128088303,2.0615528128088303
1048,109,12,607,28,641,60,624.0,44.0,3,108.0,True,623.5,42.5,1.5811388300841898,1.5811388300841898
1049,109,13,540,16,579,56,559.5,36.0,3,108.0,True,559.5,35.0,1.0,1.0
1050,109,14,670,25,705,56,687.5,40.5,3,108.0,True,686.0,39.5,1.8027756377319946,1.8027756377319946
1051,109,15,642,3,682,28,662.0,15.5,3,108.0,True,661.0,14.5,1.4142135623730951,1.4142135623730951
1052,109,16,590,0,628,21,609.0,10.5,3,108.0,True,609.5,10.0,0.7071067811865476,0.7071067811865476
1053,109,17,549,0,575,18,562.0,9.0,3,108.0,True,562.0,8.5,0.5,0.5
1054,110,1,934,847,1114,1079,1024.0,963.0,3,109.0,True,1022.0,958.0,5.385164807134504,5.385164807134504
1055,110,2,865,468,991,650,928.0,559.0,3,109.0,True,927.5,555.5,3.5355339059327378,3.5355339059327378
1056,110,3,606,242,679,320,642.5,281.0,3,109.0,True,643.5,276.0,5.0990195135927845,5.0990195135927845
1057,110,4,0,814,265,1079,132.5,946.5,3,109.0,True,145.0,930.5,20.303940504246953,20.303940504246953
1058,110,5,434,136,491,198,462.5,167.0,3,109.0,True,462.5,167.0,0.0,0.0
1059,110,9,614,98,660,142,637.0,120.0,3,109.0,True,636.5,118.0,2.0615528128088303,2.0615528128088303
1060,110,11,604,63,643,101,623.5,82.0,3,109.0,True,623.5,80.5,1.5,1.5
1061,110,12,607,29,641,62,624.0,45.5,3,109.0,True,624.0,44.0,1.5,1.5
1062,110,13,540,17,579,57,559.5,37.0,3,109.0,True,559.5,36.0,1.0,1.0
1063,110,14,670,26,707,57,688.5,41.5,3,109.0,True,687.5,40.5,1.4142135623730951,1.4142135623730951
1064,110,15,642,3,682,29,662.0,16.0,3,109.0,True,662.0,15.5,0.5,0.5
1065,110,16,590,0,629,22,609.5,11.0,3,109.0,True,609.0,10.5,0.7071067811865476,0.7071067811865476
1066,110,17,548,0,576,19,562.0,9.5,3,109.0,True,562.0,9.0,0.5,0.5
1067,111,1,935,858,1111,1079,1023.0,968.5,3,110.0,True,1024.0,963.0,5.5901699437494745,5.5901699437494745
1068,111,2,865,472,992,656,928.5,564.0,3,110.0,True,928.0,559.0,5.024937810560445,5.024937810560445
1069,111,3,604,246,679,327,641.5,286.5,3,110.0,True,642.5,281.0,5.5901699437494745,5.5901699437494745
1070,111,4,0,850,236,1079,118.0,964.5,3,110.0,True,132.5,946.5,23.11384866265244,23.11384866265244
1071,111,5,435,136,491,199,463.0,167.5,3,110.0,True,462.5,167.0,0.7071067811865476,0.7071067811865476
1072,111,9,615,100,660,145,637.5,122.5,3,110.0,True,637.0,120.0,2.5495097567963922,2.5495097567963922
1073,111,11,605,65,644,102,624.5,83.5,3,110.0,True,623.5,82.0,1.8027756377319946,1.8027756377319946
1074,111,12,608,30,642,63,625.0,46.5,3,110.0,True,624.0,45.5,1.4142135623730951,1.4142135623730951
1075,111,13,539,18,580,59,559.5,38.5,3,110.0,True,559.5,37.0,1.5,1.5
1076,111,14,671,27,707,58,689.0,42.5,3,110.0,True,688.5,41.5,1.118033988749895,1.118033988749895
1077,111,15,643,4,682,30,662.5,17.0,3,110.0,True,662.0,16.0,1.118033988749895,1.118033988749895
1078,111,16,590,0,629,23,609.5,11.5,3,110.0,True,609.5,11.0,0.5,0.5
1079,111,17,548,0,577,20,562.5,10.0,3,110.0,True,562.0,9.5,0.7071067811865476,0.7071067811865476
1080,112,1,937,870,1107,1079,1022.0,974.5,3,111.0,True,1023.0,968.5,6.082762530298219,6.082762530298219
1081,112,2,865,475,993,661,929.0,568.0,3,111.0,True,928.5,564.0,4.031128874149275,4.031128874149275
1082,112,3,602,251,678,333,640.0,292.0,3,111.0,True,641.5,286.5,5.70087712549569,5.70087712549569
1083,112,4,0,887,205,1079,102.5,983.0,3,111.0,True,118.0,964.5,24.13503677229434,24.13503677229434
1084,112,5,435,137,491,199,463.0,168.0,3,111.0,True,463.0,167.5,0.5,0.5
1085,112,9,615,102,661,147,638.0,124.5,3,111.0,True,637.5,122.5,2.0615528128088303,2.0615528128088303
1086,112,11,605,67,644,104,624.5,85.5,3,111.0,True,624.5,83.5,2.0,2.0
1087,112,12,608,31,642,65,625.0,48.0,3,111.0,True,625.0,46.5,1.5,1.5
1088,112,13,539,19,580,60,559.5,39.5,3,111.0,True,559.5,38.5,1.0,1.0
1089,112,14,672,28,708,60,690.0,44.0,3,111.0,True,689.0,42.5,1.8027756377319946,1.8027756377319946
1090,112,15,644,5,683,31,663.5,18.0,3,111.0,True,662.5,17.0,1.4142135623730951,1.4142135623730951
1091,112,16,591,1,629,24,610.0,12.5,3,111.0,True,609.5,11.5,1.118033988749895,1.118033988749895
1092,112,17,548,0,577,21,562.5,10.5,3,111.0,True,562.5,10.0,0.5,0.5
1093,113,1,940,882,1105,1079,1022.5,980.5,3,112.0,True,1022.0,974.5,6.020797289396148,6.020797289396148
1094,113,2,865,479,994,667,929.5,573.0,3,112.0,True,929.0,568.0,5.024937810560445,5.024937810560445
1095,113,3,600,256,678,339,639.0,297.5,3,112.0,True,640.0,292.0,5.5901699437494745,5.5901699437494745
1096,113,4,6,925,173,1079,89.5,1002.0,3,112.0,True,102.5,983.0,23.021728866442675,23.021728866442675
1097,113,5,435,137,491,199,463.0,168.0,3,112.0,True,463.0,168.0,0.0,0.0
1098,113,9,615,104,662,150,638.5,127.0,3,112.0,True,638.0,124.5,2.5495097567963922,2.5495097567963922
1099,113,11,605,68,645,106,625.0,87.0,3,112.0,True,624.5,85.5,1.5811388300841898,1.5811388300841898
1100,113,12,608,33,643,66,625.5,49.5,3,112.0,True,625.0,48.0,1.5811388300841898,1.5811388300841898
1101,113,13,539,20,580,61,559.5,40.5,3,112.0,True,559.5,39.5,1.0,1.0
1102,113,14,673,29,710,61,691.5,45.0,3,112.0,True,690.0,44.0,1.8027756377319946,1.8027756377319946
1103,113,15,646,6,683,32,664.5,19.0,3,112.0,True,663.5,18.0,1.4142135623730951,1.4142135623730951
1104,113,16,592,2,629,25,610.5,13.5,3,112.0,True,610.0,12.5,1.118033988749895,1.118033988749895
1105,113,17,548,0,577,22,562.5,11.0,3,112.0,True,562.5,10.5,0.5,0.5
1106,114,1,943,895,1104,1079,1023.5,987.0,3,113.0,True,1022.5,980.5,6.576473218982953,6.576473218982953
1107,114,2,865,482,995,672,930.0,577.0,3,113.0,True,929.5,573.0,4.031128874149275,4.031128874149275
1108,114,3,599,261,677,346,638.0,303.5,3,113.0,True,639.0,297.5,6.082762530298219,6.082762530298219
1109,114,4,0,951,154,1079,77.0,1015.0,3,113.0,True,89.5,1002.0,18.034688796871432,18.034688796871432
1110,114,5,435,137,492,199,463.5,168.0,3,113.0,True,463.0,168.0,0.5,0.5
1111,114,9,615,106,662,153,638.5,129.5,3,113.0,True,638.5,127.0,2.5,2.5
1112,114,11,605,70,646,109,625.5,89.5,3,113.0,True,625.0,87.0,2.5495097567963922,2.5495097567963922
1113,114,12,608,34,644,68,626.0,51.0,3,113.0,True,625.5,49.5,1.5811388300841898,1.5811388300841898
1114,114,13,539,20,580,63,559.5,41.5,3,113.0,True,559.5,40.5,1.0,1.0
1115,114,14,674,31,711,62,692.5,46.5,3,113.0,True,691.5,45.0,1.8027756377319946,1.8027756377319946
1116,114,15,646,7,684,34,665.0,20.5,3,113.0,True,664.5,19.0,1.5811388300841898,1.5811388300841898
1117,114,16,592,3,629,27,610.5,15.0,3,113.0,True,610.5,13.5,1.5,1.5
1118,114,17,548,1,577,23,562.5,12.0,3,113.0,True,562.5,11.0,1.0,1.0
1119,115,1,945,907,1101,1079,1023.0,993.0,3,114.0,True,1023.5,987.0,6.020797289396148,6.020797289396148
1120,115,2,865,486,996,677,930.5,581.5,3,114.0,True,930.0,577.0,4.527692569068709,4.527692569068709
1121,115,3,597,266,676,352,636.5,309.0,3,114.0,True,638.0,303.5,5.70087712549569,5.70087712549569
